Authors,Author IDs,Title,Year,Journal,Link,Abstract,Keywords,Document Type,DOI,TLDR,citation_id,scholar_id,dosen,source
Yeni Anistyasari,IJIEntMAAAAJ,PENGEMBANGAN MEDIA KOMANDO “KOMIK SAINS BERBASIS ANDROID” PADA MATA PELAJARAN DASAR DESAIN GRAFIS DI SMK NEGERI 1 MOJ0KERTO,2019,"IT-EDU 3 (02), 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=IJIEntMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=IJIEntMAAAAJ:YOwf2qJgpHMC,,,,,,IJIEntMAAAAJ:YOwf2qJgpHMC,IJIEntMAAAAJ,"Dr. Yeni Anistyasari, S.Pd., M.Kom.",scholar
Yeni Anistyasari,IJIEntMAAAAJ,PENGARUH MEDIA PEMBELAJARAN BERGERAK TERHADAP SELF REGULATED LEARNING DAN HASIL BELAJAR SISWA PADA MATA PELAJARAN SISTEM KOMPUTER,2019,"IT-EDU 3 (02), 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=IJIEntMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=IJIEntMAAAAJ:ULOm3_A8WrAC,,,,,,IJIEntMAAAAJ:ULOm3_A8WrAC,IJIEntMAAAAJ,"Dr. Yeni Anistyasari, S.Pd., M.Kom.",scholar
Yeni Anistyasari,IJIEntMAAAAJ,Pengembangan Media Pembelajaran Vlog Pada Mata Pelajaran Dasar Desain Grafis di SMKN 1 Surabaya,2019,"IT-Edu: Jurnal Information Technology and Education 4 (02), 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=IJIEntMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=IJIEntMAAAAJ:R3hNpaxXUhUC,,,,,,IJIEntMAAAAJ:R3hNpaxXUhUC,IJIEntMAAAAJ,"Dr. Yeni Anistyasari, S.Pd., M.Kom.",scholar
"Ekohariadi, Yeni Anistyasari, Ricky Eka Putra",IJIEntMAAAAJ;YADiqesAAAAJ;cPj-iOIAAAAJ,Peluang Kerja di Luar Negeri untuk Lulusan Sekolah Menengah Kejuruan,2019,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=IJIEntMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=IJIEntMAAAAJ:dhFuZR0502QC,,,,,,IJIEntMAAAAJ:dhFuZR0502QC,IJIEntMAAAAJ,"Dr. Yeni Anistyasari, S.Pd., M.Kom.",scholar
Yeni Anistyasari,IJIEntMAAAAJ,"Pengembangan media pembelajaran berbasis game edukasi"" Snake and Ladder"" pada mata pelajaran Animasi 2D di SMK Negeri 12 Surabaya",2019,"IT-Edu: Jurnal Information Technology and Education 4 (02), 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=IJIEntMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=IJIEntMAAAAJ:9ZlFYXVOiuMC,,,,,,IJIEntMAAAAJ:9ZlFYXVOiuMC,IJIEntMAAAAJ,"Dr. Yeni Anistyasari, S.Pd., M.Kom.",scholar
Yeni Anistyasari,IJIEntMAAAAJ,Pengembangan Game Untuk Materi Relational Database Management System Pada Mata Pelajaran Basis Data Di Sekolah Menengah Kejuruan,2018,"IT-Edu: Jurnal Information Technology and Education 3 (01), 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=IJIEntMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=IJIEntMAAAAJ:0EnyYjriUFMC,,,,,,IJIEntMAAAAJ:0EnyYjriUFMC,IJIEntMAAAAJ,"Dr. Yeni Anistyasari, S.Pd., M.Kom.",scholar
"Yeni Anistyasari, Ari Kurniawan",IJIEntMAAAAJ;JsEkeOsAAAAJ,Assessing Student Acceptance of Digital Repository as Knowledge Management System to Support Research Activities,2018,"Atlantis Press, 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=IJIEntMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=IJIEntMAAAAJ:MXK_kJrjxJIC,,,,,,IJIEntMAAAAJ:MXK_kJrjxJIC,IJIEntMAAAAJ,"Dr. Yeni Anistyasari, S.Pd., M.Kom.",scholar
Yeni Anistyasari,IJIEntMAAAAJ,The impact of research-based learning on student’s academic performance and motivation,2018,"IOP Conference Series: Materials Science and Engineering 296 (1), 012043, 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=IJIEntMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=IJIEntMAAAAJ:hC7cP41nSMkC,,,,,,IJIEntMAAAAJ:hC7cP41nSMkC,IJIEntMAAAAJ,"Dr. Yeni Anistyasari, S.Pd., M.Kom.",scholar
Yeni Anistyasari,IJIEntMAAAAJ,PENGARUH METODE PEMBELAJARAN ACTIVE LEARNING PADA MATA PELAJARAN KOMPUTER DAN JARINGAN DASAR DI SMK NEGERI 2 BOJONEGORO,2018,"IT-Edu: Jurnal Information Technology and Education 3 (02), 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=IJIEntMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=IJIEntMAAAAJ:M3ejUd6NZC8C,,,,,,IJIEntMAAAAJ:M3ejUd6NZC8C,IJIEntMAAAAJ,"Dr. Yeni Anistyasari, S.Pd., M.Kom.",scholar
Yeni Anistyasari,IJIEntMAAAAJ,PENGEMBANGAN GAME PUZZLE EQUILIBRIUM UNTUK MENDETEKSI GAYA BELAJAR PERSEPSI SISWA,2018,"IT-Edu: Jurnal Information Technology and Education 3 (02), 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=IJIEntMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=IJIEntMAAAAJ:_kc_bZDykSQC,,,,,,IJIEntMAAAAJ:_kc_bZDykSQC,IJIEntMAAAAJ,"Dr. Yeni Anistyasari, S.Pd., M.Kom.",scholar
Yeni Anistyasari,IJIEntMAAAAJ,Pengembangan Aplikasi Koreksi Ujian Esai Berbahasa Indonesia Berbasis Online Menggunakan Metode Naive Bayes,2018,"IT-Edu: Jurnal Information Technology and Education 3 (02), 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=IJIEntMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=IJIEntMAAAAJ:KlAtU1dfN6UC,,,,,,IJIEntMAAAAJ:KlAtU1dfN6UC,IJIEntMAAAAJ,"Dr. Yeni Anistyasari, S.Pd., M.Kom.",scholar
Yeni Anistyasari,IJIEntMAAAAJ,PENGEMBANGAN MEDIA PEMBELAJARAN EDUCOMIC PADA MATA PELAJARAN PEMROGRAMAN DASAR DI SEKOLAH MENENGAH KEJURUAN 1 SURABAYA,2018,"IT-Edu: Jurnal Information Technology and Education 3 (02), 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=IJIEntMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=IJIEntMAAAAJ:kNdYIx-mwKoC,,,,,,IJIEntMAAAAJ:kNdYIx-mwKoC,IJIEntMAAAAJ,"Dr. Yeni Anistyasari, S.Pd., M.Kom.",scholar
Yeni Anistyasari,IJIEntMAAAAJ,Pengembangan Lembar Kerja Siswa (LKS) Berbasis Augmented Reality Pada Model Pembelajaran Project Based Learning Di SMK N 2 Lamongan,2018,"IT-EDU 3 (01), 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=IJIEntMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=IJIEntMAAAAJ:_FxGoFyzp5QC,,,,,,IJIEntMAAAAJ:_FxGoFyzp5QC,IJIEntMAAAAJ,"Dr. Yeni Anistyasari, S.Pd., M.Kom.",scholar
Yeni Anistyasari,IJIEntMAAAAJ,Pengembangan Media Pembelajaran Berdasarkan Gaya Belajar Siswa untuk Meningkatkan Prestasi Belajar Siswa pada Mata Pelajaran Jaringan Dasar,2017,"IT-Edu: Jurnal Information Technology and Education 2 (01), 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=IJIEntMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=IJIEntMAAAAJ:UebtZRa9Y70C,,,,,,IJIEntMAAAAJ:UebtZRa9Y70C,IJIEntMAAAAJ,"Dr. Yeni Anistyasari, S.Pd., M.Kom.",scholar
Yeni Anistyasari,IJIEntMAAAAJ,Pengembangan Aplikasi Media Pembelajaran Augmented Reality untuk Mengetahui Faktor Motivasi Siswa,2017,"IT-Edu: Jurnal Information Technology and Education 2 (01), 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=IJIEntMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=IJIEntMAAAAJ:eQOLeE2rZwMC,,,,,,IJIEntMAAAAJ:eQOLeE2rZwMC,IJIEntMAAAAJ,"Dr. Yeni Anistyasari, S.Pd., M.Kom.",scholar
Yeni Anistyasari,IJIEntMAAAAJ,Pengembangan Media Pembelajaran Berbasis Game Edukasi Bergenre Side-Scroliing Platformer,2017,"IT-Edu: Jurnal Information Technology and Education 2 (01), 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=IJIEntMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=IJIEntMAAAAJ:Tyk-4Ss8FVUC,,,,,,IJIEntMAAAAJ:Tyk-4Ss8FVUC,IJIEntMAAAAJ,"Dr. Yeni Anistyasari, S.Pd., M.Kom.",scholar
Yeni Anistyasari,IJIEntMAAAAJ,Adaptive Bitrate Streaming untuk Peningkatan Kualitas Penerimaan Video pada E-learning,2017,"JIEET (Journal of Information Engineering and Educational Technology) 1 (1 …, 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=IJIEntMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=IJIEntMAAAAJ:UeHWp8X0CEIC,,,,,,IJIEntMAAAAJ:UeHWp8X0CEIC,IJIEntMAAAAJ,"Dr. Yeni Anistyasari, S.Pd., M.Kom.",scholar
Yeni Anistyasari,IJIEntMAAAAJ,The Design And Implementation Of An Educational Multimedia Interactive Operation System Using Lectora Inspire,2017,"Elinvo (Electronics, Informatics, and Vocational Education) 2 (1), 74-79, 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=IJIEntMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=IJIEntMAAAAJ:ZeXyd9-uunAC,,,,,,IJIEntMAAAAJ:ZeXyd9-uunAC,IJIEntMAAAAJ,"Dr. Yeni Anistyasari, S.Pd., M.Kom.",scholar
Yeni Anistyasari,IJIEntMAAAAJ,Pengembangan Magic Book Berbasis Augmented Reality pada Mata Pelajaran Komputer Dan Jaringan Dasar di SMKN 2 Lamongan,2017,"IT-EDU 2 (02), 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=IJIEntMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=IJIEntMAAAAJ:ufrVoPGSRksC,,,,,,IJIEntMAAAAJ:ufrVoPGSRksC,IJIEntMAAAAJ,"Dr. Yeni Anistyasari, S.Pd., M.Kom.",scholar
Yeni Anistyasari,IJIEntMAAAAJ,Pengembangan Media Pembelajaran Interaktif Berbasis Website pada Mata Pelajaran Pemrograman Dasar di SMK Negeri 1 Jatirejo.,2017,"IT-EDU 2 (02), 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=IJIEntMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=IJIEntMAAAAJ:WF5omc3nYNoC,,,,,,IJIEntMAAAAJ:WF5omc3nYNoC,IJIEntMAAAAJ,"Dr. Yeni Anistyasari, S.Pd., M.Kom.",scholar
Yeni Anistyasari,IJIEntMAAAAJ,Pengembangan Aplikasi Penilaian Ujian Essay Berbasis Online Menggunakan Algoritma Nazief dan Adriani dengan Metode Cosine Similarity,2017,"IT-EDU 2 (01), 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=IJIEntMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=IJIEntMAAAAJ:YsMSGLbcyi4C,,,,,,IJIEntMAAAAJ:YsMSGLbcyi4C,IJIEntMAAAAJ,"Dr. Yeni Anistyasari, S.Pd., M.Kom.",scholar
"Andi Iwan Nurhidayat, Yeni Anistyasari",IJIEntMAAAAJ;t5f89iIAAAAJ,AUTOMATION OF BLOG MAKING FOR IMPROVEMENT HIGHER EDUCATION INSTITUTION RANK IN WEBOMETRIC,2016,"Seminar Nasional Riset Terapan 1, A229-A235, 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=IJIEntMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=IJIEntMAAAAJ:hqOjcs7Dif8C,,,,,,IJIEntMAAAAJ:hqOjcs7Dif8C,IJIEntMAAAAJ,"Dr. Yeni Anistyasari, S.Pd., M.Kom.",scholar
"Yeni Anistyasari, Andi Iwan Nurhidayat",IJIEntMAAAAJ;t5f89iIAAAAJ,A WEBOMETRIC ANALYSIS ON STATE HIGHER EDUCATION INSTITUTIONS IN INDONESIA,2016,"Seminar Nasional Riset Terapan 1, A304-A308, 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=IJIEntMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=IJIEntMAAAAJ:Se3iqnhoufwC,,,,,,IJIEntMAAAAJ:Se3iqnhoufwC,IJIEntMAAAAJ,"Dr. Yeni Anistyasari, S.Pd., M.Kom.",scholar
"Yeni Anistyasari, Andi Iwan Nurhidayat",IJIEntMAAAAJ;t5f89iIAAAAJ,Analisis Webometric pada Perguruan Tinggi Negeri di Indonesia,2016,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=IJIEntMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=IJIEntMAAAAJ:qjMakFHDy7sC,,,,,,IJIEntMAAAAJ:qjMakFHDy7sC,IJIEntMAAAAJ,"Dr. Yeni Anistyasari, S.Pd., M.Kom.",scholar
"Andi Iwan Nurhidayat, Yeni Anistyasari",IJIEntMAAAAJ;t5f89iIAAAAJ,Otomatisasi Pembuatan Blog untuk Peningkatan Peringkat Perguruan Tinggi di Webometric,2016,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=IJIEntMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=IJIEntMAAAAJ:2osOgNQ5qMEC,,,,,,IJIEntMAAAAJ:2osOgNQ5qMEC,IJIEntMAAAAJ,"Dr. Yeni Anistyasari, S.Pd., M.Kom.",scholar
"Sayyidul Aulia Alamsyah, Yeni Anistyasari",IJIEntMAAAAJ;MnI3Tm0AAAAJ,A Novel Image Compression Algorithm Based on Multitree Dictionary and Perceptual-based Rate-Distortion Optimization.,2015,"J. Inf. Sci. Eng. 31 (2), 475-489, 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=IJIEntMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=IJIEntMAAAAJ:9yKSN-GCB0IC,,,,,,IJIEntMAAAAJ:9yKSN-GCB0IC,IJIEntMAAAAJ,"Dr. Yeni Anistyasari, S.Pd., M.Kom.",scholar
Yeni Anistyasari,IJIEntMAAAAJ,Pemodelan Faktor-Faktor Kesiapan E-Learning Menggunakan Ontologi,2012,"Seminar Nasional Manajemen Teknologi XV, C-42-1 - C-42-5, 2012",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=IJIEntMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=IJIEntMAAAAJ:Y0pCki6q_DkC,,,,,,IJIEntMAAAAJ:Y0pCki6q_DkC,IJIEntMAAAAJ,"Dr. Yeni Anistyasari, S.Pd., M.Kom.",scholar
Yeni Anistyasari,IJIEntMAAAAJ,Semantic Search,2012,"Yogyakarta. Andi, 2012",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=IJIEntMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=IJIEntMAAAAJ:zYLM7Y9cAGgC,,,,,,IJIEntMAAAAJ:zYLM7Y9cAGgC,IJIEntMAAAAJ,"Dr. Yeni Anistyasari, S.Pd., M.Kom.",scholar
Yeni Anistyasari,IJIEntMAAAAJ,Peningkatan Prestasi Belajar Siswa pada Mata Pelajaran Ekonomi melalui Media Infografis,,"Jurnal Pendidikan Madrasah 9 (2), 231-236, 0",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=IJIEntMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=IJIEntMAAAAJ:bnK-pcrLprsC,,,,,,IJIEntMAAAAJ:bnK-pcrLprsC,IJIEntMAAAAJ,"Dr. Yeni Anistyasari, S.Pd., M.Kom.",scholar
Yeni Anistyasari,IJIEntMAAAAJ,Penerapan Metode Pembelajaran Positivisme Menggunakan Video Pembelajaran untuk Meningkatkan Hasil Belajar Siswa,,"Jurnal Pendidikan Madrasah 9 (2), 195-200, 0",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=IJIEntMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=IJIEntMAAAAJ:5ugPr518TE4C,,,,,,IJIEntMAAAAJ:5ugPr518TE4C,IJIEntMAAAAJ,"Dr. Yeni Anistyasari, S.Pd., M.Kom.",scholar
"Yeni Anistyasari, Sayyidul Aulia Alamsyah",IJIEntMAAAAJ;MnI3Tm0AAAAJ,Rachmad Abdullah Institut Teknologi Sepuluh Nopember Indonesia,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=IJIEntMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=IJIEntMAAAAJ:kRWSkSYxWN8C,,,,,,IJIEntMAAAAJ:kRWSkSYxWN8C,IJIEntMAAAAJ,"Dr. Yeni Anistyasari, S.Pd., M.Kom.",scholar
Yeni Anistyasari,IJIEntMAAAAJ,ONTOLOGY MODEL FOR E-LEARNING READINESS FACTORS,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=IJIEntMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=IJIEntMAAAAJ:tOudhMTPpwUC,,,,,,IJIEntMAAAAJ:tOudhMTPpwUC,IJIEntMAAAAJ,"Dr. Yeni Anistyasari, S.Pd., M.Kom.",scholar
Yeni Anistyasari,IJIEntMAAAAJ,DESIGN OF HIGHER EDUCATION LEARNING MANAGEMENT SYSTEM INTEROPERABILITY,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=IJIEntMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=IJIEntMAAAAJ:4DMP91E08xMC,,,,,,IJIEntMAAAAJ:4DMP91E08xMC,IJIEntMAAAAJ,"Dr. Yeni Anistyasari, S.Pd., M.Kom.",scholar
Yeni Anistyasari,IJIEntMAAAAJ,PENGARUH MODEL PEMBELAJARAN FLIPPED CLASSROOM TERHADAP PRESTASI BELAJAR SISWA PADA MATA PELAJARAN RANCANG BANGUN JARINGAN DI SMK NEGERI 3 BUDURAN SIDOARJO,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=IJIEntMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=IJIEntMAAAAJ:roLk4NBRz8UC,,,,,,IJIEntMAAAAJ:roLk4NBRz8UC,IJIEntMAAAAJ,"Dr. Yeni Anistyasari, S.Pd., M.Kom.",scholar
I Gusti Lanang Putra Eka Prismana,_n2j0ZAAAAAJ,Analisis Infrastruktur Jaringan Laboratorium Teknik Informatika UNESA sebagai Sarana Penunjang Pembelajaran: indonesia,2026,"Jurnal Sistem Informasi, Teknik Informatika dan Teknologi Pendidikan 5 (2 …, 2026",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_n2j0ZAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=_n2j0ZAAAAAJ:f2IySw72cVMC,,,,,,_n2j0ZAAAAAJ:f2IySw72cVMC,_n2j0ZAAAAAJ,"I Gusti Lanang Putra Eka Prismana, S.Kom., M.Kom.",scholar
I Gusti Lanang Putra Eka Prismana,_n2j0ZAAAAAJ,Pengembangan LMS Moodle berbasis Project Based Learning untuk Meningkatkan Kompetensi Junior Web Programmer Siswa SMK,2026,"IT-Edu: Jurnal Information Technology and Education 11 (01), 2026",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_n2j0ZAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=_n2j0ZAAAAAJ:D03iK_w7-QYC,,,,,,_n2j0ZAAAAAJ:D03iK_w7-QYC,_n2j0ZAAAAAJ,"I Gusti Lanang Putra Eka Prismana, S.Kom., M.Kom.",scholar
I Gusti Lanang Putra Eka Prismana,_n2j0ZAAAAAJ,Pengembangan LMS metode Project-Based Learning untuk Meningkatkan Junior Web Programmer Siswa X RPL SMKN 2 Surabaya,2026,"IT-Edu: Jurnal Information Technology and Education 11 (01), 11-23, 2026",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_n2j0ZAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=_n2j0ZAAAAAJ:a0OBvERweLwC,,,,,,_n2j0ZAAAAAJ:a0OBvERweLwC,_n2j0ZAAAAAJ,"I Gusti Lanang Putra Eka Prismana, S.Kom., M.Kom.",scholar
I Gusti Lanang Putra Eka Prismana,_n2j0ZAAAAAJ,Implementasi Media Pembelajaran Berbasis Android dan Moodle Untuk Meningkatkan Kompetensi Belajar Siswa Pada Mata Pelajaran Desain Multimedia Interaktif,2026,"IT-Edu: Jurnal Information Technology and Education 11 (01), 2026",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_n2j0ZAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=_n2j0ZAAAAAJ:yD5IFk8b50cC,,,,,,_n2j0ZAAAAAJ:yD5IFk8b50cC,_n2j0ZAAAAAJ,"I Gusti Lanang Putra Eka Prismana, S.Kom., M.Kom.",scholar
I Gusti Lanang Putra Eka Prismana,_n2j0ZAAAAAJ,"Pengembangan LMS"" RE-Learn"" Berbasis Moodle dengan PjBL untuk Kompetensi Web Programmer di SMK Negeri 1 Cerme",2026,"IT-Edu: Jurnal Information Technology and Education 11 (01), 2026",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_n2j0ZAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=_n2j0ZAAAAAJ:cFHS6HbyZ2cC,,,,,,_n2j0ZAAAAAJ:cFHS6HbyZ2cC,_n2j0ZAAAAAJ,"I Gusti Lanang Putra Eka Prismana, S.Kom., M.Kom.",scholar
I Gusti Lanang Putra Eka Prismana,_n2j0ZAAAAAJ,Pengujian Kerentanan dan Mitigasi Website SIAKAD Fakultas Kedokteran UNESA dengan OWASP ZAP,2026,"RIGGS: Journal of Artificial Intelligence and Digital Business 4 (4), 2671-2679, 2026",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_n2j0ZAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=_n2j0ZAAAAAJ:dfsIfKJdRG4C,,,,,,_n2j0ZAAAAAJ:dfsIfKJdRG4C,_n2j0ZAAAAAJ,"I Gusti Lanang Putra Eka Prismana, S.Kom., M.Kom.",scholar
I Gusti Lanang Putra Eka Prismana,_n2j0ZAAAAAJ,Kajian Literatur tentang Penggunaan Cisco Packet Tracer dalam Meningkatkan Kompetensi Siswa TKJ,2026,"RIGGS: Journal of Artificial Intelligence and Digital Business 4 (4), 2906-2912, 2026",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_n2j0ZAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=_n2j0ZAAAAAJ:4OULZ7Gr8RgC,,,,,,_n2j0ZAAAAAJ:4OULZ7Gr8RgC,_n2j0ZAAAAAJ,"I Gusti Lanang Putra Eka Prismana, S.Kom., M.Kom.",scholar
I Gusti Lanang Putra Eka Prismana,_n2j0ZAAAAAJ,Analisis QoS Menggunakan Standar TIPHON pada Jaringan Wi-Fi SMK Dharma Bahari Surabaya,2026,"RIGGS: Journal of Artificial Intelligence and Digital Business 4 (4), 2433-2443, 2026",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_n2j0ZAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=_n2j0ZAAAAAJ:fPk4N6BV_jEC,,,,,,_n2j0ZAAAAAJ:fPk4N6BV_jEC,_n2j0ZAAAAAJ,"I Gusti Lanang Putra Eka Prismana, S.Kom., M.Kom.",scholar
I Gusti Lanang Putra Eka Prismana,_n2j0ZAAAAAJ,JURNAL APLIKASI GROSIR BAJU BERBASIS WEB MENGGUNAKAN METODE APRIORI DI TOKO GROSIR ANNUR,2025,"Journal of Technology and Information System 1 (2), 91-98, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_n2j0ZAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=_n2j0ZAAAAAJ:u_35RYKgDlwC,,,,,,_n2j0ZAAAAAJ:u_35RYKgDlwC,_n2j0ZAAAAAJ,"I Gusti Lanang Putra Eka Prismana, S.Kom., M.Kom.",scholar
I Gusti Lanang Putra Eka Prismana,_n2j0ZAAAAAJ,Implementasi Penilaian Kinerja Karyawan Dengan Menggunakan Metode BARS Berbasis Web,2025,"Journal of Technology and Information System 1 (2), 60-68, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_n2j0ZAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=_n2j0ZAAAAAJ:zA6iFVUQeVQC,,,,,,_n2j0ZAAAAAJ:zA6iFVUQeVQC,_n2j0ZAAAAAJ,"I Gusti Lanang Putra Eka Prismana, S.Kom., M.Kom.",scholar
I Gusti Lanang Putra Eka Prismana,_n2j0ZAAAAAJ,Implementasi MinIO Sebagai Storage dalam Aplikasi LMS Guru Berbasis Docker,2025,"Journal of Computing and Informatics Research 5 (1), 401-409, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_n2j0ZAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=_n2j0ZAAAAAJ:3s1wT3WcHBgC,,,,,,_n2j0ZAAAAAJ:3s1wT3WcHBgC,_n2j0ZAAAAAJ,"I Gusti Lanang Putra Eka Prismana, S.Kom., M.Kom.",scholar
"Aries Dwi Indriyanti, I Gusti Lanang Putra Eka Prismana",_n2j0ZAAAAAJ;Jzuk6doAAAAJ,Penguatan Kompetensi Guru dalam Merancang Media Pembelajaran Menggunakan Teknologi Augmented Reality,2025,"Jurnal Abdimas Kartika Wijayakusuma 6 (3), 1285-1295, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_n2j0ZAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=_n2j0ZAAAAAJ:ZHo1McVdvXMC,,,,,,_n2j0ZAAAAAJ:ZHo1McVdvXMC,_n2j0ZAAAAAJ,"I Gusti Lanang Putra Eka Prismana, S.Kom., M.Kom.",scholar
I Gusti Lanang Putra Eka Prismana,_n2j0ZAAAAAJ,Rancang Bangun Media Pembelajaran Dengan Model PjBL Pada Materi VLAN di SMKN 1 Cerme Gresik,2025,"IT-Edu: Jurnal Information Technology and Education 10 (3), 250-260, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_n2j0ZAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=_n2j0ZAAAAAJ:SeFeTyx0c_EC,,,,,,_n2j0ZAAAAAJ:SeFeTyx0c_EC,_n2j0ZAAAAAJ,"I Gusti Lanang Putra Eka Prismana, S.Kom., M.Kom.",scholar
